Record_ID,Date,Exporter_ID,State,Industry,MSME_Udyam,Manufacturing_Capacity_Tons,Revenue_Size_USD,Team_Size,Certification,Good_Payment_Terms,Prompt_Response_Score,Hiring_Signal,LinkedIn_Activity,SalesNav_ProfileViews,SalesNav_JobChange,Intent_Score,Shipment_Value_USD,Quantity_Tons,Tariff_Impact,StockMarket_Impact,War_Risk,Natural_Calamity_Risk,Currency_Shift,Converted,Impact_Score
1114,2024-05-16,EXP_4707,Punjab,Pharmaceuticals,,,65406702,1451,WHO-GMP,0,0.97,1,17269,7967,0,0.36,443293.0,1882.0,0.18,0.24,1,0,0.46,0,0.46
1115,2022-07-21,EXP_1326,Tamil Nadu,Auto Parts,,,17752535,1479,ISO9001,1,0.66,0,15080,11758,1,0.27,443293.0,4773.0,0.76,-0.78,1,0,-0.12,0,-0.12
1116,2022-03-25,EXP_2948,Telangana,Electronics,0.0,3513.0,11770411,1017,,0,0.59,0,15924,8158,0,0.97,132650.0,1862.0,-0.4,0.09,0,0,0.15,0,0.15
1117,2021-08-04,EXP_8558,Delhi,Electronics,1.0,,12728354,1928,,0,0.23,1,14112,13622,1,0.45,860310.0,2986.0,0.82,0.88,1,1,-0.53,1,-0.53
1118,2022-07-04,EXP_4149,Maharashtra,Machinery,1.0,1787.0,4490355,1068,ISO9001,1,0.11,1,14927,3867,0,0.4,443293.0,4589.0,0.8,0.84,0,1,0.69,0,0.69
1119,2022-02-11,EXP_1282,Karnataka,Electronics,1.0,7439.0,61612540,1426,,0,0.55,0,23464,12198,1,0.92,443293.0,3201.0,0.54,-0.24,1,1,-0.66,0,-0.66
1120,2021-08-26,EXP_4596,Punjab,Auto Parts,1.0,,52924960,595,ISO9001,1,0.41,0,17761,5444,0,0.17,443293.0,636.0,-0.58,-0.15,1,0,0.19,0,0.19
1121,2025-01-28,EXP_1958,Punjab,Pharmaceuticals,,6770.0,79558780,344,FDA,1,0.64,1,23083,12516,1,0.03,834046.0,382.0,1.0,0.19,0,1,0.0,0,0.0
1122,2023-12-11,EXP_2433,Karnataka,Pharmaceuticals,0.0,3957.0,40026482,311,WHO-GMP,1,0.47,0,9120,11883,0,0.13,443293.0,4826.0,-0.65,-0.54,0,0,-0.21,0,-0.21
1123,2023-08-04,EXP_3934,Gujarat,Machinery,,,38279562,1471,,0,0.44,1,1098,547,1,0.5,264074.0,1001.0,0.62,-0.06,0,0,0.12,0,0.12
1124,2022-08-12,EXP_3987,Maharashtra,Solar,0.0,1499.0,7178582,156,,1,0.64,1,4460,4539,0,0.19,443293.0,3775.0,-0.61,-0.45,0,0,-0.91,1,-0.91
1125,2023-02-23,EXP_2732,Telangana,IT Software,,4870.0,14853296,1937,SOC2,0,0.92,1,13335,951,0,0.86,443293.0,4639.0,-0.75,0.65,1,0,-0.45,0,-0.45
1126,2022-11-07,EXP_9666,Telangana,Electronics,1.0,8655.0,17741919,187,,0,0.69,1,14111,11540,1,0.86,443293.0,1625.0,0.52,0.19,1,0,0.94,0,0.94
1127,2023-11-22,EXP_5550,Delhi,Auto Parts,,8051.0,33037089,1262,,0,0.07,1,21089,6919,1,0.45,443293.0,4762.0,0.06,-0.04,1,0,-0.6,0,-0.6
1128,2024-03-14,EXP_8605,Gujarat,Engineering,1.0,,18917072,1434,,1,0.28,1,1195,10725,1,0.25,256074.0,4444.0,0.15,-0.53,1,0,-0.76,0,-0.76
1129,2024-08-11,EXP_5192,Karnataka,Electronics,0.0,2241.0,19218657,774,,0,0.06,0,5808,12941,1,0.43,443293.0,3489.0,-0.6,-0.83,1,1,-0.54,0,-0.54
1130,2021-11-03,EXP_6182,Rajasthan,Engineering,1.0,3244.0,11201375,735,ISO9001,1,0.95,0,24636,6182,1,0.43,408761.0,1700.0,0.2,0.61,1,0,-0.26,0,-0.26
1131,2024-03-26,EXP_8304,Delhi,Solar,,,64767419,1726,TUV,0,0.17,0,12409,14861,0,0.99,657669.0,4260.0,-0.63,-0.79,0,1,-0.44,0,-0.44
1132,2023-07-28,EXP_5181,Tamil Nadu,Engineering,1.0,,45823611,67,ISO9001,1,0.75,1,5611,157,0,0.47,443293.0,1839.0,0.12,0.03,1,0,-0.28,0,-0.28
1133,2021-12-15,EXP_3028,Punjab,Auto Parts,,7217.0,79210263,1408,,0,0.19,1,21811,7508,1,0.85,443293.0,1121.0,-0.83,0.88,1,1,-0.39,0,-0.39
1134,2023-03-27,EXP_7426,Rajasthan,Textiles,1.0,,59671701,1769,,0,0.64,1,24531,4499,0,0.54,149595.0,4679.0,-0.92,0.17,0,0,-0.77,0,-0.77
1135,2021-02-11,EXP_6895,Punjab,Electronics,,,49142092,1288,,1,0.4,0,24117,2943,1,0.3,249778.0,2712.0,0.45,0.31,0,0,0.95,0,0.95
1136,2021-04-13,EXP_2618,Gujarat,Medical Devices,0.0,,40695735,33,,1,0.26,1,18480,14756,1,0.05,443293.0,435.0,-0.65,-0.33,1,1,0.51,0,0.51
1137,2021-12-12,EXP_9823,Haryana,Solar,0.0,5565.0,32106402,1476,UL,1,0.46,0,9113,13859,1,0.13,443293.0,389.0,0.52,0.83,1,0,-0.7,0,-0.7
1138,2021-01-08,EXP_2904,Gujarat,Electronics,,,35618874,338,,0,0.74,0,19165,12599,1,0.77,33425.55,2375.0,-0.96,0.64,0,0,-0.74,1,-0.74
1139,2022-08-29,EXP_3534,Tamil Nadu,Textiles,1.0,6066.0,39398130,1114,,0,0.56,1,4294,12377,0,0.32,406393.0,2869.0,0.7,0.66,1,1,0.66,0,0.66
1140,2022-11-19,EXP_8342,Punjab,Engineering,0.0,,44399593,1258,ISO14001,0,0.03,1,19271,7355,0,0.85,443293.0,76.0,-0.69,-0.7,1,0,0.18,0,0.18
1141,2022-08-28,EXP_6879,Haryana,Medical Devices,1.0,3622.0,29521275,830,,1,0.08,1,10866,4360,1,0.37,443293.0,2577.0,-0.69,0.27,1,1,0.88,0,0.88
1142,2022-01-05,EXP_1926,Gujarat,Solar,1.0,4385.0,59474983,412,UL,1,0.82,1,23358,9403,1,0.97,443293.0,1124.0,-0.31,-0.19,1,1,-0.82,0,-0.82
1143,2024-05-07,EXP_8170,Tamil Nadu,Solar,1.0,1845.0,73358699,966,,1,0.92,1,342,4099,1,0.3,443293.0,3544.0,0.29,-0.03,0,0,-0.52,0,-0.52
1144,2024-02-07,EXP_8102,Delhi,Auto Parts,1.0,,15700463,830,ISO9001,0,0.17,0,13670,5241,0,0.59,262480.0,4559.0,0.91,-0.89,0,0,-0.43,0,-0.43
1145,2022-02-08,EXP_7951,Telangana,Auto Parts,1.0,3192.0,45286223,813,,1,0.66,1,24457,370,1,0.16,443293.0,4898.0,-0.73,0.25,1,1,0.02,0,0.02
1146,2021-06-25,EXP_6539,Tamil Nadu,Pharmaceuticals,0.0,1328.0,1801578,1264,WHO-GMP,0,0.73,0,12822,4620,0,0.48,33425.55,3712.0,-0.09,-0.57,0,0,0.65,0,0.65
1147,2023-08-30,EXP_9390,Punjab,Chemicals,,828.0,1892074,778,,0,0.04,1,20577,12310,1,0.32,443293.0,4191.0,0.07,-0.14,1,1,-0.04,0,-0.04
1148,2023-04-15,EXP_2249,Karnataka,Machinery,0.0,131.0,47335068,209,,0,0.85,1,989,1444,1,0.25,41446.0,885.0,-0.31,-0.1,1,1,-0.53,0,-0.53
1149,2022-01-11,EXP_4792,Maharashtra,Engineering,0.0,,31289986,1429,CE,1,0.69,0,17559,12640,0,0.05,443293.0,2624.0,-0.75,0.64,1,1,-0.34,0,-0.34
1150,2024-07-28,EXP_4474,Tamil Nadu,Chemicals,,,35215476,107,ISO14001,0,0.88,0,20694,12667,0,0.01,443293.0,4768.0,0.63,-0.47,0,0,0.11,0,0.11
1151,2022-11-30,EXP_3092,Delhi,Solar,0.0,,10745891,873,,0,0.9,1,14105,8944,0,0.91,443293.0,3848.0,0.75,0.43,0,0,-0.73,0,-0.73
1152,2021-04-25,EXP_7163,Delhi,Auto Parts,1.0,,79321012,1120,,1,0.42,1,21674,12665,1,0.52,443293.0,3863.0,0.24,-0.84,0,0,-0.34,0,-0.34
1153,2025-01-15,EXP_5454,Rajasthan,Electronics,,7062.0,54350297,177,,1,0.57,0,7854,12541,0,0.66,443293.0,3903.0,0.55,0.69,0,0,-0.16,1,-0.16
1154,2023-02-17,EXP_4031,Punjab,Solar,0.0,6301.0,48792331,427,,0,0.94,0,8187,7203,1,0.78,443293.0,4798.0,0.92,-0.42,1,0,0.82,0,0.82
1155,2022-02-07,EXP_8433,Punjab,Electronics,0.0,,22614849,812,,1,0.1,0,15551,6858,1,0.93,523764.0,2746.0,0.33,-0.93,1,0,-0.22,0,-0.22
1156,2023-07-28,EXP_3313,Tamil Nadu,Chemicals,0.0,2189.0,44679467,44,ISO14001,0,0.81,0,13403,14739,0,0.64,793943.0,572.0,0.16,0.49,1,0,0.35,0,0.35
1157,2021-08-30,EXP_1816,Delhi,Chemicals,0.0,4303.0,16263373,946,,0,0.64,1,22467,13495,1,0.65,443293.0,968.0,0.11,-0.41,0,1,0.34,0,0.34
1158,2024-10-13,EXP_7709,Rajasthan,Machinery,1.0,,75268800,780,,1,0.8,0,3002,8183,0,0.71,502600.0,2172.0,-0.82,-0.38,0,1,-0.23,0,-0.23
1159,2023-11-02,EXP_2833,Punjab,Medical Devices,0.0,3280.0,53721432,856,ISO9001,1,0.78,0,23932,12103,1,0.49,182058.0,131.0,-0.09,0.91,0,1,-0.36,0,-0.36
1160,2023-10-29,EXP_1884,Haryana,Pharmaceuticals,0.0,,29679926,468,EU-GMP,0,0.71,0,21762,5641,0,0.82,338765.0,4369.0,0.55,-0.91,0,0,0.26,0,0.26
1161,2021-09-26,EXP_5769,Karnataka,Pharmaceuticals,,,38101544,1355,,0,0.19,1,14902,13785,0,0.32,443293.0,1247.0,-0.24,0.52,1,1,0.05,1,0.05
1162,2023-03-23,EXP_3312,Maharashtra,Pharmaceuticals,1.0,7899.0,6313424,883,,0,0.19,0,4599,6699,0,0.12,868623.0700000001,2668.0,0.74,0.52,0,0,-0.35,0,-0.35
1163,2024-09-04,EXP_6246,Karnataka,Machinery,0.0,3472.0,29024052,63,ISO9001,0,0.83,0,8058,1927,1,0.92,443293.0,4167.0,0.46,-0.47,1,0,0.57,1,0.57
1164,2022-11-29,EXP_3403,Delhi,Electronics,1.0,7795.0,57288895,1799,,1,0.48,0,8988,1876,0,0.16,671531.0,983.0,0.05,-0.46,0,1,0.1,0,0.1
1165,2024-02-21,EXP_4199,Maharashtra,Medical Devices,1.0,7235.0,65811686,797,,1,0.14,1,8557,4773,0,0.34,443293.0,1563.0,0.91,0.5,0,0,-0.62,0,-0.62
1166,2022-03-15,EXP_6262,Haryana,Solar,,,69285678,851,IEC,1,0.85,0,8667,922,0,0.07,443293.0,4150.0,-0.55,0.63,0,0,0.97,0,0.97
1167,2024-02-13,EXP_3620,Karnataka,Machinery,1.0,,70748976,1329,ISO9001,0,0.94,0,3564,7787,0,0.11,443293.0,834.0,-0.98,-0.33,0,1,-0.49,0,-0.49
1168,2021-04-02,EXP_5839,Tamil Nadu,Medical Devices,,8919.0,46022406,1327,,0,0.27,0,19699,33,0,0.08,443293.0,4019.0,0.31,-0.63,0,1,0.72,0,0.72
1169,2021-07-21,EXP_9788,Punjab,Electronics,0.0,4620.0,50268525,510,ISO9001,0,0.98,1,10400,6490,1,0.33,291506.0,707.0,0.07,0.2,0,1,0.57,0,0.57
1170,2021-09-07,EXP_2673,Telangana,Solar,0.0,939.0,59300036,958,,1,0.52,0,18066,2629,1,0.47,621041.0,1016.0,-0.05,0.99,0,0,0.25,0,0.25
1171,2022-02-11,EXP_2952,Telangana,Auto Parts,0.0,7828.0,36039849,395,ISO9001,0,0.1,1,23656,2753,0,0.05,72331.0,3097.0,0.8,0.99,0,1,-0.06,0,-0.06
1172,2023-08-22,EXP_1297,Karnataka,IT Software,,7762.0,14494376,1757,SOC2,0,0.45,0,12031,12308,1,0.26,610963.0,3472.0,0.26,0.86,0,0,-0.05,0,-0.05
1173,2021-04-06,EXP_7434,Gujarat,Solar,1.0,,78475437,26,IEC,0,0.3,1,12242,648,1,0.35,443293.0,275.0,-0.53,0.72,0,0,0.19,0,0.19
1174,2023-08-27,EXP_6539,Maharashtra,Machinery,0.0,3392.0,70443033,437,,0,0.17,1,6858,351,0,0.27,640309.0,2222.0,0.73,-0.19,1,0,0.57,0,0.57
1175,2021-11-09,EXP_9336,Telangana,IT Software,0.0,2287.0,5083565,1855,,1,0.75,0,21532,7305,1,0.04,618227.0,99.0,-0.24,0.91,0,0,-0.94,0,-0.94
1176,2023-09-14,EXP_5577,Haryana,Auto Parts,1.0,2993.0,21231944,1911,ISO9001,1,0.09,0,18378,70,1,0.28,443293.0,4493.0,0.71,0.67,1,1,-0.13,0,-0.13
1177,2023-02-22,EXP_8520,Haryana,Pharmaceuticals,0.0,,33913150,124,FDA,0,0.25,1,13012,8761,1,0.45,45439.0,892.0,0.0,-0.83,1,1,-0.47,0,-0.47
1178,2024-02-03,EXP_4574,Gujarat,IT Software,1.0,5641.0,26761655,787,SOC2,1,0.11,1,9791,3929,1,0.57,484082.0,1331.0,-0.01,-0.79,0,0,0.01,0,0.01
1179,2024-02-10,EXP_1095,Maharashtra,Machinery,1.0,1647.0,25059464,289,,1,0.15,0,17198,2956,1,0.86,166344.0,765.0,-0.54,0.34,0,0,-0.39,1,-0.39
1180,2021-08-13,EXP_6408,Rajasthan,IT Software,0.0,,18522114,1043,ISO27001,1,0.72,1,2453,12488,1,0.69,443293.0,1485.0,0.23,0.6,1,0,-0.1,1,-0.1
1181,2023-01-27,EXP_9036,Haryana,Engineering,1.0,,13230183,25,,0,0.97,0,11206,11332,1,0.75,345955.0,4334.0,-0.42,0.14,1,0,-0.36,0,-0.36
1182,2022-11-25,EXP_2481,Gujarat,Electronics,1.0,3368.0,76613477,922,ISO9001,0,0.55,1,8778,9088,1,0.67,462107.0,2068.0,-0.78,-0.04,0,0,0.57,1,0.57
1183,2021-01-19,EXP_7679,Rajasthan,Textiles,1.0,,11371433,517,ISO9001,1,0.65,0,1595,2484,1,0.92,443293.0,1169.0,-0.13,-0.38,0,1,-0.5,0,-0.5
1184,2025-02-09,EXP_4627,Maharashtra,Machinery,0.0,,41346038,1032,ISO9001,1,0.62,1,6044,7878,0,0.55,443293.0,1374.0,-0.05,-0.7,0,1,0.13,1,0.13
1185,2022-09-05,EXP_5551,Telangana,IT Software,1.0,3051.0,11543547,1189,,1,0.39,0,17460,13931,1,0.59,443293.0,2080.0,0.49,-0.48,1,1,0.33,0,0.33
1186,2024-11-25,EXP_2573,Rajasthan,Pharmaceuticals,1.0,4275.0,26818985,1441,,0,0.3,1,17534,4759,1,0.38,443293.0,479.0,-0.24,0.26,1,1,0.56,1,0.56
1187,2024-05-10,EXP_3216,Haryana,IT Software,1.0,,60648307,1452,,0,0.36,0,12734,14433,0,0.6,501104.0,54.99000000000001,0.29,-0.35,1,0,0.94,0,0.94
1188,2023-02-03,EXP_1339,Tamil Nadu,Solar,,3618.0,16761797,1251,,0,0.61,1,11084,6200,1,0.33,295763.0,4952.0,-0.82,-0.46,0,0,0.98,0,0.98
1189,2021-11-08,EXP_3527,Gujarat,Solar,0.0,,65240371,1360,IEC,0,0.37,0,14822,11049,0,0.46,443293.0,3098.0,-0.59,0.34,1,0,0.12,0,0.12
1190,2021-05-15,EXP_3249,Telangana,Pharmaceuticals,0.0,,33956398,1320,FDA,1,0.58,1,22229,10471,1,0.64,443293.0,266.0,0.15,0.38,1,1,-0.33,0,-0.33
1191,2021-02-10,EXP_4687,Tamil Nadu,Chemicals,1.0,2914.0,77775300,982,RoHS,0,0.59,0,17767,14208,1,0.21,443293.0,4583.0,-0.14,0.46,1,1,0.26,0,0.26
1192,2021-12-24,EXP_8964,Maharashtra,Engineering,0.0,6038.0,828399,787,ISO14001,0,0.35,0,5629,7628,1,0.64,191709.0,2609.0,0.82,-0.2,1,1,-0.24,0,-0.24
1193,2022-03-23,EXP_1350,Gujarat,Solar,1.0,2258.0,62489388,914,UL,0,0.14,0,6382,8331,0,0.81,725668.0,3603.0,0.71,-0.43,1,0,0.14,0,0.14
1194,2022-03-09,EXP_2538,Rajasthan,IT Software,,3613.0,29764813,904,ISO27001,0,0.49,0,16520,5156,0,0.44,443293.0,2545.0,0.92,0.29,0,0,-0.23,0,-0.23
1195,2024-12-30,EXP_3968,Punjab,Textiles,,,1601179,611,ISO9001,0,0.48,0,261,3540,1,0.62,443293.0,2624.0,-0.64,0.76,1,1,-0.19,0,-0.19
1196,2021-01-03,EXP_5718,Tamil Nadu,Solar,1.0,,2044185,262,,1,0.8,0,12104,10444,0,0.59,443293.0,4439.0,0.79,0.29,0,1,-0.93,0,-0.93
1197,2021-12-09,EXP_4110,Rajasthan,Engineering,,2361.0,14451371,366,,0,0.05,0,19327,9356,1,0.85,443293.0,4101.0,0.93,-0.29,1,1,-0.94,0,-0.94
1198,2023-10-29,EXP_8739,Tamil Nadu,Chemicals,0.0,,3881679,365,RoHS,1,0.06,0,24936,1036,1,0.43,486974.0,4441.0,-0.6,-0.89,0,1,0.79,0,0.79
1199,2021-09-22,EXP_5217,Haryana,Electronics,0.0,,18469043,1347,ISO9001,0,0.78,0,109,7269,1,0.86,443293.0,4797.0,-0.97,0.22,1,0,0.55,0,0.55
1200,2022-09-05,EXP_6419,Haryana,Textiles,1.0,6242.0,37514843,1217,,1,0.8,0,3549,9501,0,0.32,443293.0,3384.0,0.51,0.06,0,1,0.33,0,0.33
1201,2024-03-21,EXP_7012,Telangana,Pharmaceuticals,1.0,,936922,1509,WHO-GMP,0,0.73,0,16331,3941,0,0.46,443293.0,3407.0,0.06,-0.81,0,0,-0.5,0,-0.5
1202,2023-05-03,EXP_9613,Punjab,Engineering,1.0,,43828424,208,ISO14001,0,0.75,1,13773,4648,1,0.33,443293.0,4952.0,0.36,0.52,1,0,0.47,1,0.47
1203,2024-08-11,EXP_7828,Tamil Nadu,Chemicals,,,13188524,343,ISO14001,0,0.22,0,1891,2032,1,0.79,443293.0,1662.0,0.7,-0.6,1,1,0.72,0,0.72
1204,2022-11-19,EXP_9190,Maharashtra,Chemicals,,6217.0,10555422,1896,ISO14001,1,0.91,0,19023,10805,1,0.02,443293.0,2182.0,-0.58,-0.41,0,1,-0.35,0,-0.35
1205,2021-07-31,EXP_1755,Karnataka,Solar,,,62211027,627,UL,0,0.28,1,259,14714,1,0.95,443293.0,1627.0,0.58,-0.83,1,1,-0.55,1,-0.55
1206,2022-11-14,EXP_9007,Delhi,Pharmaceuticals,1.0,,70721695,290,WHO-GMP,0,0.99,1,443,2273,1,0.71,443293.0,1426.0,0.56,0.38,0,0,-0.48,0,-0.48
1207,2021-06-23,EXP_7254,Karnataka,Machinery,1.0,4399.0,23510250,424,,1,0.27,0,5276,12380,0,0.23,443293.0,4819.0,0.15,0.85,0,0,-0.94,1,-0.94
1208,2023-10-10,EXP_2866,Punjab,Electronics,,,75150329,618,ISO9001,0,0.76,0,17703,9613,0,0.75,704665.0,4065.0,0.38,-0.01,0,0,-0.24,1,-0.24
1209,2022-11-11,EXP_3075,Tamil Nadu,Machinery,1.0,4074.0,24464036,711,,0,0.46,1,699,746,1,0.96,795891.0,616.0,0.7,0.77,1,0,0.46,0,0.46
1210,2023-09-26,EXP_5342,Punjab,Engineering,0.0,,77383922,1521,,1,0.26,0,18609,9914,1,0.89,722322.0,1236.0,0.82,0.32,0,1,0.0,0,0.0
1211,2023-11-07,EXP_9612,Haryana,IT Software,0.0,6201.0,11769149,607,,0,0.49,0,1274,1701,1,0.32,443293.0,4295.0,0.62,0.89,0,0,-0.16,0,-0.16
1212,2021-06-06,EXP_9902,Haryana,IT Software,1.0,4218.0,60733614,648,GDPR,1,0.18,0,7958,5320,1,0.63,443293.0,2114.0,0.49,0.94,0,0,0.48,0,0.48
1213,2023-08-17,EXP_5768,Karnataka,Machinery,,8116.0,71461052,657,ISO9001,1,0.32,1,1688,6423,0,0.51,443293.0,4402.0,-0.44,0.81,0,1,0.66,0,0.66
1214,2022-07-13,EXP_2439,Punjab,IT Software,0.0,2135.0,25591870,704,ISO27001,1,0.91,0,16680,9137,0,0.5,138289.0,682.0,-0.96,-0.54,1,1,0.28,0,0.28
1215,2021-10-05,EXP_6725,Karnataka,IT Software,,6537.0,45638041,49,ISO27001,1,0.52,0,11355,5972,1,0.23,647958.0,4924.0,0.92,-0.01,1,1,-0.28,0,-0.28
1216,2022-09-29,EXP_5005,Tamil Nadu,Electronics,,,25946804,777,,1,0.52,0,24612,4820,1,0.87,443293.0,4952.0,0.69,-0.7,1,0,-0.08,0,-0.08
1217,2025-01-25,EXP_6714,Telangana,Chemicals,,3983.0,44620771,391,RoHS,1,0.91,1,12153,14431,0,0.19,416170.0,1065.0,-0.44,-0.31,1,1,0.02,0,0.02
1218,2022-04-27,EXP_9868,Delhi,Engineering,1.0,,22025556,28,CE,0,0.76,1,6298,12067,0,0.01,795318.0,4188.0,0.39,0.3,0,1,0.19,0,0.19
1219,2024-02-16,EXP_3415,Punjab,Chemicals,0.0,,21575928,938,REACH,1,0.93,0,22284,9321,1,0.63,170994.0,507.0,-0.57,0.92,1,1,0.81,0,0.81
1220,2024-05-29,EXP_4090,Tamil Nadu,Engineering,0.0,,48867363,1836,ISO14001,0,0.55,1,13235,2816,1,0.05,443293.0,1793.0,0.66,-0.49,1,1,0.98,0,0.98
1221,2024-10-03,EXP_1970,Haryana,Chemicals,1.0,,71037916,385,ISO14001,0,0.6,1,20063,8636,1,0.63,443293.0,787.0,-0.16,-0.63,0,0,0.75,0,0.75
1222,2022-09-06,EXP_7630,Telangana,Medical Devices,0.0,,49519046,1313,ISO9001,0,0.52,0,13042,8001,1,0.36,443293.0,3684.0,0.71,-0.74,1,0,0.8,0,0.8
1223,2021-07-03,EXP_8271,Rajasthan,Medical Devices,1.0,,73006282,1393,,1,0.82,0,17412,925,0,0.02,443293.0,561.0,0.36,-0.28,0,1,-0.76,0,-0.76
1224,2024-04-15,EXP_5493,Haryana,Solar,1.0,,26892398,1612,IEC,0,0.4,1,23063,11920,0,0.17,443293.0,3650.0,1.0,0.97,0,1,0.58,1,0.58
1225,2025-02-02,EXP_9063,Tamil Nadu,Engineering,1.0,6941.0,79959927,170,ISO14001,0,0.12,1,6602,7473,1,0.85,443293.0,3128.0,-0.35,-0.41,0,0,-0.68,0,-0.68
1226,2022-03-16,EXP_6242,Karnataka,Electronics,1.0,8155.0,43705684,242,ISO9001,0,0.5,1,24822,9330,1,0.1,443293.0,3887.0,-0.89,-0.58,1,0,0.67,0,0.67
1227,2023-07-25,EXP_4441,Punjab,Chemicals,1.0,,67817407,103,REACH,1,0.38,0,24671,2139,0,0.21,443293.0,1555.0,0.73,-0.43,0,1,-0.7,0,-0.7
1228,2021-10-31,EXP_9435,Haryana,Medical Devices,0.0,,63244187,931,ISO9001,1,0.2,0,906,12200,1,0.65,443293.0,3787.0,-0.69,0.73,1,1,0.56,0,0.56
1229,2023-04-03,EXP_1605,Gujarat,Pharmaceuticals,0.0,1141.0,55556848,1653,WHO-GMP,0,0.29,1,16589,12425,1,0.13,443293.0,1887.0,-0.61,0.46,1,0,0.19,0,0.19
1230,2022-11-16,EXP_8199,Telangana,Chemicals,0.0,,77555743,1230,ISO14001,1,0.77,0,1341,9587,1,0.81,547703.0,2119.0,0.49,0.13,0,0,0.74,1,0.74
1231,2021-12-29,EXP_9011,Maharashtra,Pharmaceuticals,1.0,,5000828,752,EU-GMP,1,0.87,0,6691,6593,0,0.48,443293.0,2897.0,0.8,-0.56,0,0,-0.44,0,-0.44
1232,2022-11-30,EXP_2172,Punjab,Textiles,,4074.0,29607092,461,,1,0.29,0,1881,14743,0,0.96,443293.0,2204.0,0.68,0.1,0,1,-0.14,0,-0.14
1233,2024-08-06,EXP_7800,Telangana,Engineering,,8490.0,54616735,1887,ISO14001,0,0.17,1,22464,1309,0,0.47,443293.0,1612.0,-0.19,-0.97,1,0,-0.48,0,-0.48
1234,2021-08-25,EXP_1037,Gujarat,Textiles,0.0,,4890028,1036,,1,0.46,1,23893,14889,0,0.47,443293.0,4862.0,-0.73,0.31,1,1,0.68,0,0.68
1235,2023-04-03,EXP_9162,Telangana,Pharmaceuticals,0.0,,64952110,1235,EU-GMP,0,0.66,1,13660,8964,0,0.46,443293.0,1480.0,-0.74,-0.91,1,1,-0.48,0,-0.48
1236,2023-08-27,EXP_9083,Haryana,Electronics,1.0,,42818139,539,ISO9001,0,0.38,1,4214,3812,0,0.8,443293.0,1321.0,0.79,0.21,0,1,0.37,0,0.37
1237,2022-05-04,EXP_8228,Maharashtra,Machinery,,6916.0,68122318,1990,ISO9001,0,0.8,0,10130,1531,1,0.48,713008.0,4830.0,0.11,0.74,1,1,0.48,0,0.48
1238,2021-04-12,EXP_1073,Karnataka,Textiles,0.0,,66745515,563,,1,0.32,0,16194,9861,0,0.95,443293.0,3352.0,0.19,-0.36,1,0,-0.61,0,-0.61
1239,2024-02-01,EXP_2973,Maharashtra,Chemicals,0.0,4235.0,37251523,914,RoHS,0,0.92,0,22760,754,1,0.4,443293.0,521.0,0.81,0.0,1,0,-0.3,0,-0.3
1240,2022-08-20,EXP_4590,Karnataka,Pharmaceuticals,,,75233384,1659,WHO-GMP,1,0.57,0,3168,7798,1,0.12,787893.0,223.0,-0.22,0.6,1,1,-0.12,0,-0.12
1241,2022-01-01,EXP_1716,Haryana,Medical Devices,0.0,,4704212,776,,1,0.63,0,5014,13773,1,0.69,443293.0,4597.0,-0.34,0.67,1,1,0.6,0,0.6
1242,2023-01-26,EXP_6311,Delhi,Machinery,0.0,3010.0,31032076,1540,ISO9001,0,0.4,1,10606,11423,1,0.31,773116.0,919.0,-0.9,0.06,0,0,-0.65,0,-0.65
1243,2021-08-18,EXP_8618,Haryana,Pharmaceuticals,0.0,,50793320,1558,FDA,0,0.59,0,6352,5044,0,0.92,666778.0,1675.0,0.25,0.12,0,0,-0.62,1,-0.62
1244,2024-09-01,EXP_5952,Delhi,Engineering,1.0,671.0,3394663,22,CE,1,0.22,1,4093,1329,0,0.08,500268.0,329.0,-0.84,-0.29,0,0,-0.74,0,-0.74
1245,2022-06-15,EXP_7833,Maharashtra,IT Software,,,32419093,1018,GDPR,1,0.63,0,17099,633,1,0.06,557291.0,4714.0,0.93,0.13,1,0,0.13,0,0.13
1246,2022-11-12,EXP_2615,Haryana,Pharmaceuticals,1.0,3572.0,46036356,418,EU-GMP,1,0.74,1,23272,9528,0,0.35,443293.0,1951.0,-0.69,-0.81,1,1,-0.57,0,-0.57
1247,2021-09-30,EXP_3192,Punjab,Engineering,1.0,,63719248,893,ISO9001,1,0.14,0,22615,1636,1,0.51,443293.0,1260.0,0.47,0.24,1,1,0.16,0,0.16
1248,2023-08-23,EXP_3923,Delhi,Chemicals,,,56495595,1501,REACH,1,0.58,0,21408,11961,0,0.63,443293.0,4075.0,0.8,0.98,0,1,0.47,0,0.47
1249,2024-05-05,EXP_5787,Tamil Nadu,Chemicals,0.0,7365.0,74679313,150,,1,0.38,0,4276,8299,0,0.16,842796.0,4909.0,0.4,0.27,0,0,-0.31,0,-0.31
1250,2023-03-09,EXP_2147,Delhi,IT Software,1.0,,63766518,120,SOC2,1,0.48,1,10285,727,0,0.18,443293.0,3327.0,-0.88,0.17,1,1,-0.03,0,-0.03
1251,2021-08-03,EXP_3422,Maharashtra,Medical Devices,1.0,,68021618,618,ISO9001,0,0.95,1,7296,11303,0,0.06,443293.0,4874.0,-0.52,-0.42,1,1,0.5,1,0.5
1252,2021-01-09,EXP_1979,Rajasthan,Medical Devices,1.0,,31077084,1878,,0,0.39,1,7412,319,1,0.38,443293.0,299.0,-0.19,-0.88,0,1,0.05,0,0.05
